NaN	NaN	946684800000	0
947116800000	946684800000	947548800000	0
947980800000	947548800000	948412800000	0
948844800000	948412800000	949276800000	0
949708800000	949276800000	950140800000	0
950572800000	950140800000	951004800000	0
951436800000	951004800000	951868800000	0
952300800000	951868800000	952732800000	0
953164800000	952732800000	953596800000	0
954028800000	953596800000	954460800000	0
954892800000	954460800000	955324800000	0
955756800000	955324800000	956188800000	0
956620800000	956188800000	957052800000	0
957484800000	957052800000	957916800000	0
958348800000	957916800000	958780800000	0
959212800000	958780800000	959644800000	0
960076800000	959644800000	960508800000	0
960940800000	960508800000	961372800000	0
961804800000	961372800000	962236800000	0
962668800000	962236800000	963100800000	0
963532800000	963100800000	963964800000	0
964396800000	963964800000	964828800000	0
965260800000	964828800000	965692800000	0
966124800000	965692800000	966556800000	0
966988800000	966556800000	967420800000	0
967852800000	967420800000	968284800000	0
968716800000	968284800000	969148800000	0
969580800000	969148800000	970012800000	0
970444800000	970012800000	970876800000	0
971308800000	970876800000	971740800000	0
972172800000	971740800000	972604800000	0
973036800000	972604800000	973468800000	0
973900800000	973468800000	974332800000	0
974764800000	974332800000	975196800000	0
975628800000	975196800000	976060800000	0
976492800000	976060800000	976924800000	0
977356800000	976924800000	977788800000	0
978220800000	977788800000	978652800000	0
979084800000	978652800000	979516800000	0
979948800000	979516800000	980380800000	0
980812800000	980380800000	981244800000	0
981676800000	981244800000	982108800000	0
982540800000	982108800000	982972800000	0
983404800000	982972800000	983836800000	0
984268800000	983836800000	984700800000	0
985132800000	984700800000	985564800000	0
985996800000	985564800000	986428800000	0
986860800000	986428800000	987292800000	0
987724800000	987292800000	988156800000	0
988588800000	988156800000	989020800000	0
989452800000	989020800000	989884800000	0
990316800000	989884800000	990748800000	0
991180800000	990748800000	991612800000	0
992044800000	991612800000	992476800000	0
992908800000	992476800000	993340800000	0
993772800000	993340800000	994204800000	0
994636800000	994204800000	995068800000	0
995500800000	995068800000	995932800000	0
996364800000	995932800000	996796800000	0
997228800000	996796800000	997660800000	0
998092800000	997660800000	998524800000	0
998956800000	998524800000	999388800000	0
999820800000	999388800000	1000252800000	0
1000684800000	1000252800000	1001116800000	0
1001548800000	1001116800000	1001980800000	0
1002412800000	1001980800000	1002844800000	0
1003276800000	1002844800000	1003708800000	0
1004140800000	1003708800000	1004572800000	0
1005004800000	1004572800000	1005436800000	0
1005868800000	1005436800000	1006300800000	0
1006732800000	1006300800000	1007164800000	0
1007596800000	1007164800000	1008028800000	0
1008460800000	1008028800000	1008892800000	0
1009324800000	1008892800000	1009756800000	0
1010188800000	1009756800000	1010620800000	0
1011052800000	1010620800000	1011484800000	0
1011916800000	1011484800000	1012348800000	0
1012780800000	1012348800000	1013212800000	0
1013644800000	1013212800000	1014076800000	0
1014508800000	1014076800000	1014940800000	0
1015372800000	1014940800000	1015804800000	0
1016236800000	1015804800000	1016668800000	0
1017100800000	1016668800000	1017532800000	0
1017964800000	1017532800000	1018396800000	0
1018828800000	1018396800000	1019260800000	0
1019692800000	1019260800000	1020124800000	0
1020556800000	1020124800000	1020988800000	0
1021420800000	1020988800000	1021852800000	0
1022284800000	1021852800000	1022716800000	0
1023148800000	1022716800000	1023580800000	0
1024012800000	1023580800000	1024444800000	0
1024876800000	1024444800000	1025308800000	0
1025740800000	1025308800000	1026172800000	0
1026604800000	1026172800000	1027036800000	0
1027468800000	1027036800000	1027900800000	0
1028332800000	1027900800000	1028764800000	0
1029196800000	1028764800000	1029628800000	0
1030060800000	1029628800000	1030492800000	0
1030924800000	1030492800000	1031356800000	0
1031788800000	1031356800000	1032220800000	0
1032652800000	1032220800000	1033084800000	0
1033516800000	1033084800000	1033948800000	0
1034380800000	1033948800000	1034812800000	0
1035244800000	1034812800000	1035676800000	0
1036108800000	1035676800000	1036540800000	0
1036972800000	1036540800000	1037404800000	0
1037836800000	1037404800000	1038268800000	0
1038700800000	1038268800000	1039132800000	0
1039564800000	1039132800000	1039996800000	0
1040428800000	1039996800000	1040860800000	0
1041292800000	1040860800000	1041724800000	0
1042156800000	1041724800000	1042588800000	0
1043020800000	1042588800000	1043452800000	0
1043884800000	1043452800000	1044316800000	0
1044748800000	1044316800000	1045180800000	0
1045612800000	1045180800000	1046044800000	0
1046476800000	1046044800000	1046908800000	0
1047340800000	1046908800000	1047772800000	0
1048204800000	1047772800000	1048636800000	0
1049068800000	1048636800000	1049500800000	0
1049932800000	1049500800000	1050364800000	0
1050796800000	1050364800000	1051228800000	0
1051660800000	1051228800000	1052092800000	0
1052524800000	1052092800000	1052956800000	0
1053388800000	1052956800000	1053820800000	0
1054252800000	1053820800000	1054684800000	0
1055116800000	1054684800000	1055548800000	0
1055980800000	1055548800000	1056412800000	0
1056844800000	1056412800000	1057276800000	0
1057708800000	1057276800000	1058140800000	0
1058572800000	1058140800000	1059004800000	0
1059436800000	1059004800000	1059868800000	0
1060300800000	1059868800000	1060732800000	0
1061164800000	1060732800000	1061596800000	0
1062028800000	1061596800000	1062460800000	0
1062892800000	1062460800000	1063324800000	0
1063756800000	1063324800000	1064188800000	0
1064620800000	1064188800000	1065052800000	0
